Timestamp,MON1 CL DDM (?A),Status,MON1 CL SDM (%),Status,MON1 CL RF (V),Status,MON1 DS DDM (?A),Status,MON1 DS SDM (%),Status,MON1 DS RF (V),Status,MON1 NF DDM (?A),Status,MON1 NF SDM (%),Status,MON1 NF RF (V),Status,MON1 CLR DDM (?A),Status,MON1 CLR SDM (%),Status,MON1 CLR RF (V),Status,MON1 DIFF FREQ (kHz),Status,MON1 CL ID MOD (%),Status,MON1 CL ID ACT (),Status,MON1 CLR ID MOD (%),Status,MON1 CLR ID ACT (),Status,MON1 VOICE (),Status,MON1 DL 0 (?),Status,MON1 DL 1 (?),Status,MON1 DL 2 (),Status,MON1 DL 3 (),Status,MON1 FFM Ch.A DDM (?A),Status,MON1 FFM Ch.A SDM (%),Status,MON1 FFM Ch.A RF (dBm),Status,MON1 FFM Ch.B DDM (?A),Status,MON1 FFM Ch.B SDM (%),Status,MON1 FFM Ch.B RF (dBm),Status,MON1 Execute alarm (),Status,MON1 TEST DDM (?A),Status,MON1 TEST SDM (%),Status,MON1 TEST RF (V),Status,MON1 SELF TEST (),Status,MON2 CL DDM (?A),Status,MON2 CL SDM (%),Status,MON2 CL RF (V),Status,MON2 DS DDM (?A),Status,MON2 DS SDM (%),Status,MON2 DS RF (V),Status,MON2 NF DDM (?A),Status,MON2 NF SDM (%),Status,MON2 NF RF (V),Status,MON2 CLR DDM (?A),Status,MON2 CLR SDM (%),Status,MON2 CLR RF (V),Status,MON2 DIFF FREQ (kHz),Status,MON2 CL ID MOD (%),Status,MON2 CL ID ACT (),Status,MON2 CLR ID MOD (%),Status,MON2 CLR ID ACT (),Status,MON2 VOICE (),Status,MON2 DL 0 (?),Status,MON2 DL 1 (?),Status,MON2 DL 2 (),Status,MON2 DL 3 (),Status,MON2 FFM Ch.A DDM (?A),Status,MON2 FFM Ch.A SDM (%),Status,MON2 FFM Ch.A RF (dBm),Status,MON2 FFM Ch.B DDM (?A),Status,MON2 FFM Ch.B SDM (%),Status,MON2 FFM Ch.B RF (dBm),Status,MON2 Execute alarm (),Status,MON2 TEST DDM (?A),Status,MON2 TEST SDM (%),Status,MON2 TEST RF (V),Status,MON2 SELF TEST (),Status
"2022-02-12 08:41:32,6","-0,87", ,"79,97", ," 2,91", ," 0,29", ,"79,90", ," 2,99", ,"-7,52", ,"79,84", ," 3,07", ,"-0,87", ,"80,04", ," 3,01", ,"15,04", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,06", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#,"-16,49", ,"70,49", ," 3,09", ," 0,00", ,"-0,58", ,"79,77", ," 3,04", ," 0,00", ,"79,77", ," 3,08", ,"-7,52", ,"79,84", ," 3,18", ,"-1,74", ,"79,87", ," 3,04", ,"15,02", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,06", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00", ,"79,60", ," 3,09", ," 0,00", 
"2022-02-12 08:46:33,0","-0,87", ,"79,97", ," 2,91", ," 0,29", ,"79,90", ," 2,99", ,"-7,52", ,"79,84", ," 3,07", ,"-0,87", ,"80,07", ," 3,01", ,"15,00", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,07", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#,"-37,89",a,"62,59",a," 1,62",a," 0,00", ,"-0,58", ,"79,77", ," 3,05", ," 0,00", ,"79,77", ," 3,08", ,"-7,81", ,"79,80", ," 3,18", ,"-2,02", ,"79,87", ," 3,04", ,"15,00", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,06", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#,"-60,16",a,"53,92",a," 1,55",a," 0,00", 
"2022-02-12 08:51:33,6","-0,87", ,"79,97", ," 2,91", ," 0,58", ,"79,90", ," 2,99", ,"-7,52", ,"79,84", ," 3,07", ,"-0,87", ,"80,07", ," 3,01", ,"15,00", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,07", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00", ,"79,84", ," 3,09", ," 0,00", ,"-0,58", ,"79,77", ," 3,04", ," 0,00", ,"79,77", ," 3,08", ,"-7,81", ,"79,84", ," 3,18", ,"-1,74", ,"79,87", ," 3,04", ,"15,02", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,06", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#,"-60,16",a,"53,92",a," 1,55",a," 0,00", 
"2022-02-12 08:56:34,0","-0,87", ,"79,97", ," 2,91", ," 0,29", ,"79,90", ," 2,99", ,"-7,81", ,"79,87", ," 3,07", ,"-0,87", ,"80,07", ," 3,01", ,"15,02", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,06", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#,"-60,16",a,"54,02",a," 1,55",a," 0,00", ,"-0,58", ,"79,77", ," 3,04", ," 0,00", ,"79,80", ," 3,08", ,"-7,81", ,"79,84", ," 3,18", ,"-1,74", ,"79,87", ," 3,04", ,"15,02", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,06", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00", ,"79,60", ," 3,09", ," 0,00", 
"2022-02-12 09:01:34,3","-0,87", ,"79,97", ," 2,91", ," 0,29", ,"79,90", ," 2,99", ,"-7,81", ,"79,84", ," 3,07", ,"-0,87", ,"80,07", ," 3,01", ,"15,02", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,06", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00", ,"79,84", ," 3,09", ," 0,00", ,"-0,58", ,"79,77", ," 3,05", ," 0,58", ,"79,77", ," 3,08", ,"-7,81", ,"79,84", ," 3,18", ,"-1,74", ,"79,87", ," 3,04", ,"15,02", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,06", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#,"-56,98",a,"53,96",a," 1,55",a," 0,00", 
"2022-02-12 09:06:34,8","-0,87", ,"79,97", ," 2,91", ," 0,29", ,"79,90", ," 2,99", ,"-7,81", ,"79,84", ," 3,07", ,"-0,87", ,"80,04", ," 3,01", ,"15,04", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,06", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#,"-60,16",a,"54,02",a," 1,55",a," 0,00", ,"-0,58", ,"79,77", ," 3,04", ," 0,00", ,"79,77", ," 3,08", ,"-7,81", ,"79,80", ," 3,18", ,"-1,74", ,"79,87", ," 3,04", ,"15,00", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,06", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#,"-8,39", ,"75,82", ," 3,09", ," 0,00", 
"2022-02-12 09:11:35,4","-0,87", ,"79,97", ," 2,91", ," 0,29", ,"79,90", ," 2,99", ,"-7,81", ,"79,87", ," 3,07", ,"-0,87", ,"80,07", ," 3,01", ,"15,00", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,07", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#,"-54,38",a,"55,24",a," 1,55",a," 0,00", ,"-0,87", ,"79,77", ," 3,04", ," 0,00", ,"79,77", ," 3,08", ,"-7,81", ,"79,80", ," 3,18", ,"-1,74", ,"79,87", ," 3,04", ,"15,02", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,06", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#,"-60,16",a,"53,92",a," 1,57",a," 0,00", 
"2022-02-12 09:16:35,8","-0,87", ,"79,97", ," 2,91", ," 0,29", ,"79,90", ," 2,99", ,"-7,81", ,"79,87", ," 3,06", ,"-0,87", ,"80,04", ," 3,01", ,"15,02", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,06", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#,"-21,69",a,"67,39", ," 3,09", ," 0,00", ,"-0,87", ,"79,77", ," 3,04", ," 0,00", ,"79,77", ," 3,08", ,"-7,81", ,"79,80", ," 3,17", ,"-2,02", ,"79,87", ," 3,04", ,"15,00", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,06", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00", ,"79,60", ," 3,09", ," 0,00", 
"2022-02-12 09:21:35,9","-0,87", ,"80,01", ," 2,91", ," 0,58", ,"79,90", ," 2,99", ,"-7,81", ,"79,84", ," 3,07", ,"-0,87", ,"80,07", ," 3,01", ,"15,02", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,07", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00", ,"79,84", ," 3,09", ," 0,00", ,"-0,58", ,"79,77", ," 3,04", ," 0,00", ,"79,77", ," 3,08", ,"-7,81", ,"79,84", ," 3,18", ,"-1,74", ,"79,87", ," 3,04", ,"15,00", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,07", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#,"-24,58",a,"69,65", ," 2,01", ," 0,00", 
"2022-02-12 09:26:36,2","-0,87", ,"79,97", ," 2,91", ," 0,29", ,"79,90", ," 2,99", ,"-7,81", ,"79,87", ," 3,07", ,"-0,87", ,"80,04", ," 3,01", ,"15,00", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,07", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#,"-60,16",a,"53,92",a," 1,55",a," 0,00", ,"-0,87", ,"79,77", ," 3,04", ," 0,00", ,"79,77", ," 3,08", ,"-7,81", ,"79,84", ," 3,18", ,"-2,02", ,"79,87", ," 3,04", ,"15,00", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,06", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#,"-46,28",a,"55,41",a," 2,25", ," 0,00", 
"2022-02-12 09:31:37,0","-0,87", ,"79,97", ," 2,91", ," 0,29", ,"79,90", ," 2,99", ,"-7,81", ,"79,87", ," 3,07", ,"-0,87", ,"80,07", ," 3,01", ,"15,02", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,07", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,87", ,"76,23", ," 3,09", ," 0,00", ,"-0,87", ,"79,77", ," 3,04", ," 0,00", ,"79,77", ," 3,08", ,"-7,81", ,"79,84", ," 3,17", ,"-2,02", ,"79,87", ," 3,04", ,"15,02", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,06", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#,"-2,31", ,"78,08", ," 2,78", ," 0,00", 
"2022-02-12 09:36:37,7","-0,87", ,"79,97", ," 2,91", ," 0,29", ,"79,90", ," 2,99", ,"-7,81", ,"79,84", ," 3,07", ,"-0,87", ,"80,04", ," 3,01", ,"15,00", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,07", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#,"-57,27",a,"54,06",a," 1,67",a," 0,00", ,"-0,58", ,"79,77", ," 3,04", ,"-0,29", ,"79,77", ," 3,07", ,"-7,81", ,"79,80", ," 3,18", ,"-1,74", ,"79,87", ," 3,04", ,"15,00", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,06", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00", ,"79,60", ," 3,09", ," 0,00", 
"2022-02-12 09:41:37,8","-0,87", ,"79,97", ," 2,91", ," 0,29", ,"79,90", ," 2,99", ,"-7,81", ,"79,87", ," 3,07", ,"-0,87", ,"80,07", ," 3,01", ,"15,00", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,06", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#,"-43,38",a,"66,07", ," 3,09", ," 0,00", ,"-0,87", ,"79,77", ," 3,04", ," 0,00", ,"79,77", ," 3,08", ,"-7,81", ,"79,84", ," 3,18", ,"-1,74", ,"79,84", ," 3,04", ,"15,00", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,06", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00", ,"79,57", ," 3,09", ," 0,00", 
"2022-02-12 09:46:38,7","-0,87", ,"80,01", ," 2,91", ," 0,29", ,"79,90", ," 2,99", ,"-7,81", ,"79,87", ," 3,07", ,"-0,87", ,"80,07", ," 3,01", ,"15,02", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,07", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00", ,"79,84", ," 3,09", ," 0,00", ,"-0,58", ,"79,74", ," 3,04", ," 0,00", ,"79,77", ," 3,08", ,"-7,81", ,"79,84", ," 3,18", ,"-2,02", ,"79,84", ," 3,04", ,"15,00", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,04", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#,"-41,65",a,"59,29",a," 1,55",a," 0,00", 
"2022-02-12 09:51:39,2","-0,87", ,"79,97", ," 2,92", ," 0,29", ,"79,90", ," 2,99", ,"-7,52", ,"79,87", ," 3,07", ,"-0,87", ,"80,04", ," 3,01", ,"15,04", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,06", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#,"-60,16",a,"54,02",a," 1,55",a," 0,00", ,"-0,87", ,"79,77", ," 3,05", ," 0,00", ,"79,77", ," 3,08", ,"-7,81", ,"79,84", ," 3,18", ,"-1,74", ,"79,87", ," 3,04", ,"15,00", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,06", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#,"-32,10",a,"60,20",a," 2,83", ," 0,00", 
"2022-02-12 09:56:39,5","-0,87", ,"80,01", ," 2,92", ," 0,29", ,"79,90", ," 3,00", ,"-7,81", ,"79,87", ," 3,07", ,"-0,87", ,"80,07", ," 3,01", ,"15,02", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,06", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00", ,"79,84", ," 3,09", ," 0,00", ,"-0,58", ,"79,77", ," 3,05", ," 0,00", ,"79,77", ," 3,08", ,"-8,10", ,"79,80", ," 3,18", ,"-1,74", ,"79,87", ," 3,04", ,"15,02", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,06", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#,"-21,11", ,"71,23", ," 2,20", ," 0,00", 
"2022-02-12 10:01:39,8","-0,87", ,"79,97", ," 2,92", ," 0,29", ,"79,87", ," 3,00", ,"-8,10", ,"79,87", ," 3,07", ,"-0,87", ,"80,07", ," 3,01", ,"15,02", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,07", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#,"-25,45",a,"68,09", ," 2,01", ," 0,00", ,"-0,58", ,"79,74", ," 3,05", ," 0,29", ,"79,77", ," 3,08", ,"-7,81", ,"79,84", ," 3,18", ,"-2,02", ,"79,87", ," 3,04", ,"15,02", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,06", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#,"-50,04",a,"54,23",a," 2,06", ," 0,00", 
"2022-02-12 10:06:40,4","-0,87", ,"79,97", ," 2,92", ," 0,58", ,"79,90", ," 3,00", ,"-7,81", ,"79,84", ," 3,07", ,"-0,87", ,"80,07", ," 3,02", ,"15,02", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,07", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00", ,"79,84", ," 3,09", ," 0,00", ,"-0,58", ,"79,77", ," 3,05", ," 0,00", ,"79,77", ," 3,08", ,"-8,10", ,"79,84", ," 3,18", ,"-2,02", ,"79,87", ," 3,04", ,"15,00", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,06", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#,"-60,16",a,"53,92",a," 1,55",a," 0,00", 
"2022-02-12 10:11:40,6","-0,87", ,"79,97", ," 2,92", ," 0,29", ,"79,90", ," 3,00", ,"-7,81", ,"79,87", ," 3,07", ,"-0,87", ,"80,04", ," 3,02", ,"15,02", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,07", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#,"-2,60", ,"78,55", ," 2,78", ," 0,00", ,"-0,58", ,"79,77", ," 3,05", ,"-0,29", ,"79,77", ," 3,08", ,"-8,10", ,"79,80", ," 3,18", ,"-2,02", ,"79,87", ," 3,05", ,"15,00", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,06", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#,"-60,16",a,"53,92",a," 1,55",a," 0,00", 
"2022-02-12 10:16:40,9","-0,87", ,"79,97", ," 2,92", ," 0,29", ,"79,90", ," 3,00", ,"-7,81", ,"79,87", ," 3,07", ,"-0,87", ,"80,07", ," 3,02", ,"15,02", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,06", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#,"-60,16",a,"54,02",a," 1,55",a," 0,00", ,"-0,58", ,"79,77", ," 3,05", ," 0,29", ,"79,77", ," 3,08", ,"-8,10", ,"79,84", ," 3,18", ,"-2,02", ,"79,87", ," 3,04", ,"15,02", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,06", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00", ,"79,57", ," 3,09", ," 0,00", 
"2022-02-12 10:21:41,6","-0,87", ,"79,97", ," 2,92", ," 0,58", ,"79,90", ," 3,00", ,"-7,81", ,"79,84", ," 3,07", ,"-0,87", ,"80,04", ," 3,01", ,"15,04", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,06", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#,"-60,16",a,"54,02",a," 1,55",a," 0,00", ,"-0,58", ,"79,77", ," 3,05", ," 0,00", ,"79,77", ," 3,08", ,"-8,10", ,"79,80", ," 3,18", ,"-1,74", ,"79,87", ," 3,04", ,"15,00", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,06", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00", ,"79,57", ," 3,09", ," 0,00", 
"2022-02-12 10:26:41,9","-0,58", ,"79,97", ," 2,92", ," 0,00", ,"79,90", ," 2,99", ,"-7,81", ,"79,87", ," 3,07", ,"-0,87", ,"80,04", ," 3,01", ,"15,02", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,06", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#,"-0,29", ,"79,84", ," 3,09", ," 0,00", ,"-0,87", ,"79,77", ," 3,05", ," 0,00", ,"79,77", ," 3,08", ,"-8,10", ,"79,84", ," 3,18", ,"-2,02", ,"79,87", ," 3,04", ,"15,04", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,04", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#,"-59,87",a,"53,92",a," 1,55",a," 0,00", 
"2022-02-12 10:31:42,3","-0,87", ,"79,94", ," 2,92", ," 0,29", ,"79,90", ," 2,99", ,"-8,10", ,"79,87", ," 3,07", ,"-0,87", ,"80,04", ," 3,01", ,"15,04", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,07", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#,"-60,16",a,"54,02",a," 1,55",a," 0,00", ,"-0,58", ,"79,77", ," 3,05", ," 0,00", ,"79,77", ," 3,08", ,"-8,10", ,"79,84", ," 3,18", ,"-2,02", ,"79,87", ," 3,04", ,"15,00", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,06", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#,"-2,02", ,"78,93", ," 3,09", ," 0,00", 
"2022-02-12 10:36:43,0","-0,87", ,"79,97", ," 2,92", ," 0,58", ,"79,87", ," 2,99", ,"-8,10", ,"79,84", ," 3,07", ,"-0,87", ,"80,07", ," 3,01", ,"15,00", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,06", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#,"-17,35", ,"72,35", ," 2,20", ," 0,00", ,"-0,58", ,"79,77", ," 3,05", ,"-0,29", ,"79,77", ," 3,08", ,"-8,10", ,"79,80", ," 3,18", ,"-2,02", ,"79,87", ," 3,04", ,"15,00", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,06", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#,"-59,58",a,"54,26",a," 1,86",a," 0,00", 
"2022-02-12 10:41:43,1","-0,87", ,"79,97", ," 2,92", ," 0,58", ,"79,94", ," 2,99", ,"-7,81", ,"79,87", ," 3,07", ,"-0,87", ,"80,07", ," 3,01", ,"15,00", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,07", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#,"-49,17",a,"54,56",a," 1,55",a," 0,00", ,"-0,58", ,"79,77", ," 3,05", ," 0,00", ,"79,77", ," 3,08", ,"-8,10", ,"79,84", ," 3,18", ,"-1,74", ,"79,87", ," 3,04", ,"15,00", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,06", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#,"-35,00",a,"70,29", ," 3,09", ," 0,00", 
"2022-02-12 10:46:43,5","-0,87", ,"79,97", ," 2,92", ," 0,29", ,"79,90", ," 3,00", ,"-8,10", ,"79,84", ," 3,08", ,"-0,87", ,"80,07", ," 3,01", ,"15,02", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,06", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#,"-16,49", ,"72,45", ," 3,09", ," 0,00", ,"-0,58", ,"79,74", ," 3,05", ," 0,00", ,"79,80", ," 3,08", ,"-8,10", ,"79,80", ," 3,18", ,"-1,74", ,"79,84", ," 3,04", ,"15,02", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,04", ," 0,09", ," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#," 0,00",#,"-30,37",a,"63,00",a," 1,72",a," 0,00", 
